ID;TravelMotives;TravelModes;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3
37663;2030210;A018986;PV22    ;2019JJ00;       .;       .;       .
37664;2030210;A018986;PV22    ;2020JJ00;       .;       .;       .
37665;2030210;A018986;PV22    ;2021JJ00;       .;       .;       .
37666;2030210;A018986;PV22    ;2022JJ00;       .;       .;       .
37667;2030210;A018986;PV22    ;2023JJ00;       .;       .;       .
37668;2030210;A018986;PV23    ;2018JJ00;       .;       .;       .
37669;2030210;A018986;PV23    ;2019JJ00;       .;       .;       .
37670;2030210;A018986;PV23    ;2020JJ00;       .;       .;       .
37671;2030210;A018986;PV23    ;2021JJ00;       .;       .;       .
37672;2030210;A018986;PV23    ;2022JJ00;       .;       .;       .
37673;2030210;A018986;PV23    ;2023JJ00;       .;       .;       .
37674;2030210;A018986;PV24    ;2018JJ00;       .;       .;       .
37675;2030210;A018986;PV24    ;2019JJ00;       .;       .;       .
37676;2030210;A018986;PV24    ;2020JJ00;       .;       .;       .
37677;2030210;A018986;PV24    ;2021JJ00;       .;       .;       .
37678;2030210;A018986;PV24    ;2022JJ00;       .;       .;       .
37679;2030210;A018986;PV24    ;2023JJ00;       .;       .;       .
37680;2030210;A018986;PV25    ;2018JJ00;       .;       .;       .
37681;2030210;A018986;PV25    ;2019JJ00;       .;       .;       .
37682;2030210;A018986;PV25    ;2020JJ00;       .;       .;       .
37683;2030210;A018986;PV25    ;2021JJ00;       .;       .;       .
37684;2030210;A018986;PV25    ;2022JJ00;       .;       .;       .
37685;2030210;A018986;PV25    ;2023JJ00;       .;       .;       .
37686;2030210;A018986;PV26    ;2018JJ00;       .;       .;       .
37687;2030210;A018986;PV26    ;2019JJ00;       .;       .;       .
37688;2030210;A018986;PV26    ;2020JJ00;       .;       .;       .
37689;2030210;A018986;PV26    ;2021JJ00;       .;       .;       .
37690;2030210;A018986;PV26    ;2022JJ00;       .;       .;       .
37691;2030210;A018986;PV26    ;2023JJ00;       .;       .;       .
37692;2030210;A018986;PV27    ;2018JJ00;       .;       .;       .
37693;2030210;A018986;PV27    ;2019JJ00;       .;       .;       .
37694;2030210;A018986;PV27    ;2020JJ00;       .;       .;       .
37695;2030210;A018986;PV27    ;2021JJ00;       .;       .;       .
37696;2030210;A018986;PV27    ;2022JJ00;       .;       .;       .
37697;2030210;A018986;PV27    ;2023JJ00;       .;       .;       .
37698;2030210;A018986;PV28    ;2018JJ00;       .;       .;       .
37699;2030210;A018986;PV28    ;2019JJ00;       .;       .;       .
37700;2030210;A018986;PV28    ;2020JJ00;       .;       .;       .
37701;2030210;A018986;PV28    ;2021JJ00;       .;       .;       .
37702;2030210;A018986;PV28    ;2022JJ00;       .;       .;       .
37703;2030210;A018986;PV28    ;2023JJ00;       .;       .;       .
37704;2030210;A018986;PV29    ;2018JJ00;       .;       .;       .
37705;2030210;A018986;PV29    ;2019JJ00;       .;       .;       .
37706;2030210;A018986;PV29    ;2020JJ00;       .;       .;       .
37707;2030210;A018986;PV29    ;2021JJ00;       .;       .;       .
37708;2030210;A018986;PV29    ;2022JJ00;       .;       .;       .
37709;2030210;A018986;PV29    ;2023JJ00;       .;       .;       .
37710;2030210;A018986;PV30    ;2018JJ00;       .;       .;       .
37711;2030210;A018986;PV30    ;2019JJ00;       .;       .;       .
37712;2030210;A018986;PV30    ;2020JJ00;       .;       .;       .
37713;2030210;A018986;PV30    ;2021JJ00;       .;       .;       .
37714;2030210;A018986;PV30    ;2022JJ00;       .;       .;       .
37715;2030210;A018986;PV30    ;2023JJ00;       .;       .;       .
37716;2030210;A018986;PV31    ;2018JJ00;       .;       .;       .
37717;2030210;A018986;PV31    ;2019JJ00;       .;       .;       .
37718;2030210;A018986;PV31    ;2020JJ00;       .;       .;       .
37719;2030210;A018986;PV31    ;2021JJ00;       .;       .;       .
37720;2030210;A018986;PV31    ;2022JJ00;       .;       .;       .
37721;2030210;A018986;PV31    ;2023JJ00;       .;       .;       .
41610;2030220;A048583;PV20    ;2018JJ00;    0.08;    2.98;    2.96
41611;2030220;A048583;PV20    ;2019JJ00;    0.08;    2.47;    2.68
41612;2030220;A048583;PV20    ;2020JJ00;    0.08;    1.42;    1.73
41613;2030220;A048583;PV20    ;2021JJ00;    0.12;    3.40;    3.66
41614;2030220;A048583;PV20    ;2022JJ00;    0.10;    2.73;    3.41
41615;2030220;A048583;PV20    ;2023JJ00;    0.09;    3.21;    3.64
41616;2030220;A048583;PV21    ;2018JJ00;    0.12;    4.66;    4.51
41617;2030220;A048583;PV21    ;2019JJ00;    0.09;    3.34;    3.42
41618;2030220;A048583;PV21    ;2020JJ00;    0.10;    2.98;    3.31
41619;2030220;A048583;PV21    ;2021JJ00;    0.11;    3.32;    3.80
41620;2030220;A048583;PV21    ;2022JJ00;    0.12;    3.15;    4.34
41621;2030220;A048583;PV21    ;2023JJ00;    0.11;    2.91;    3.49
41622;2030220;A048583;PV22    ;2018JJ00;    0.14;    3.35;    3.71
41623;2030220;A048583;PV22    ;2019JJ00;    0.12;    3.33;    3.57
41624;2030220;A048583;PV22    ;2020JJ00;    0.09;    1.99;    2.25
41625;2030220;A048583;PV22    ;2021JJ00;    0.09;    2.55;    2.93
41626;2030220;A048583;PV22    ;2022JJ00;    0.12;    3.22;    3.51
41627;2030220;A048583;PV22    ;2023JJ00;    0.12;    4.31;    4.88
41628;2030220;A048583;PV23    ;2018JJ00;    0.13;    4.27;    4.27
41629;2030220;A048583;PV23    ;2019JJ00;    0.12;    3.31;    3.76
41630;2030220;A048583;PV23    ;2020JJ00;    0.11;    2.41;    2.99
41631;2030220;A048583;PV23    ;2021JJ00;    0.12;    2.72;    3.25
41632;2030220;A048583;PV23    ;2022JJ00;    0.11;    2.49;    3.01
41633;2030220;A048583;PV23    ;2023JJ00;    0.11;    2.64;    3.05
41634;2030220;A048583;PV24    ;2018JJ00;    0.11;    4.15;    4.20
41635;2030220;A048583;PV24    ;2019JJ00;    0.10;    2.88;    3.03
41636;2030220;A048583;PV24    ;2020JJ00;    0.09;    2.46;    2.60
41637;2030220;A048583;PV24    ;2021JJ00;    0.10;    2.66;    2.79
41638;2030220;A048583;PV24    ;2022JJ00;    0.08;    2.54;    2.56
41639;2030220;A048583;PV24    ;2023JJ00;    0.10;    2.85;    3.10
41640;2030220;A048583;PV25    ;2018JJ00;    0.13;    3.52;    3.98
41641;2030220;A048583;PV25    ;2019JJ00;    0.11;    3.10;    3.37
41642;2030220;A048583;PV25    ;2020JJ00;    0.11;    2.41;    2.91
41643;2030220;A048583;PV25    ;2021JJ00;    0.10;    3.02;    3.30
41644;2030220;A048583;PV25    ;2022JJ00;    0.12;    3.27;    3.82
41645;2030220;A048583;PV25    ;2023JJ00;    0.12;    3.01;    3.57
41646;2030220;A048583;PV26    ;2018JJ00;    0.11;    3.88;    3.82
41647;2030220;A048583;PV26    ;2019JJ00;    0.10;    3.15;    3.52
41648;2030220;A048583;PV26    ;2020JJ00;    0.09;    2.58;    2.84
41649;2030220;A048583;PV26    ;2021JJ00;    0.09;    2.70;    3.05
41650;2030220;A048583;PV26    ;2022JJ00;    0.09;    2.75;    3.05
41651;2030220;A048583;PV26    ;2023JJ00;    0.09;    2.77;    3.11
41652;2030220;A048583;PV27    ;2018JJ00;    0.09;    3.38;    3.66
41653;2030220;A048583;PV27    ;2019JJ00;    0.08;    2.40;    3.05
41654;2030220;A048583;PV27    ;2020JJ00;    0.07;    1.68;    2.07
41655;2030220;A048583;PV27    ;2021JJ00;    0.08;    2.41;    3.04
41656;2030220;A048583;PV27    ;2022JJ00;    0.08;    2.57;    2.86
41657;2030220;A048583;PV27    ;2023JJ00;    0.08;    2.25;    2.74
41658;2030220;A048583;PV28    ;2018JJ00;    0.10;    2.90;    3.41
41659;2030220;A048583;PV28    ;2019JJ00;    0.10;    2.60;    3.23
41660;2030220;A048583;PV28    ;2020JJ00;    0.08;    2.11;    2.52
41661;2030220;A048583;PV28    ;2021JJ00;    0.09;    2.37;    2.91
41662;2030220;A048583;PV28    ;2022JJ00;    0.09;    2.20;    2.70
41663;2030220;A048583;PV28    ;2023JJ00;    0.09;    2.35;    3.00
41664;2030220;A048583;PV29    ;2018JJ00;    0.10;    2.56;       .
41665;2030220;A048583;PV29    ;2019JJ00;    0.10;    3.92;    3.53
41666;2030220;A048583;PV29    ;2020JJ00;    0.08;       .;    2.68
41667;2030220;A048583;PV29    ;2021JJ00;    0.10;    3.15;    3.37
41668;2030220;A048583;PV29    ;2022JJ00;    0.11;    3.11;    3.51
41669;2030220;A048583;PV29    ;2023JJ00;    0.11;    3.18;    3.39
41670;2030220;A048583;PV30    ;2018JJ00;    0.13;    3.18;    3.71
41671;2030220;A048583;PV30    ;2019JJ00;    0.13;    3.15;    3.71
41672;2030220;A048583;PV30    ;2020JJ00;    0.12;    2.32;    2.87
41673;2030220;A048583;PV30    ;2021JJ00;    0.12;    2.67;    3.28
41674;2030220;A048583;PV30    ;2022JJ00;    0.12;    2.66;    3.23
41675;2030220;A048583;PV30    ;2023JJ00;    0.14;    2.98;    3.69
41676;2030220;A048583;PV31    ;2018JJ00;    0.14;    2.31;    2.93
41677;2030220;A048583;PV31    ;2019JJ00;    0.14;    2.81;    3.42
41678;2030220;A048583;PV31    ;2020JJ00;    0.12;    2.21;    2.71
41679;2030220;A048583;PV31    ;2021JJ00;    0.11;    2.31;    2.77
41680;2030220;A048583;PV31    ;2022JJ00;    0.12;    2.29;    2.79
41681;2030220;A048583;PV31    ;2023JJ00;    0.12;    2.45;    3.09
42006;2030220;A048584;PV20    ;2018JJ00;    0.05;    2.04;    2.09
42007;2030220;A048584;PV20    ;2019JJ00;       .;       .;       .
42008;2030220;A048584;PV20    ;2020JJ00;       .;       .;       .
42009;2030220;A048584;PV20    ;2021JJ00;       .;       .;       .
42010;2030220;A048584;PV20    ;2022JJ00;    0.05;    1.92;    2.06
42011;2030220;A048584;PV20    ;2023JJ00;    0.04;    1.86;    1.88
42012;2030220;A048584;PV21    ;2018JJ00;    0.05;       .;    2.53
42013;2030220;A048584;PV21    ;2019JJ00;    0.05;       .;       .
42014;2030220;A048584;PV21    ;2020JJ00;    0.05;    1.15;    1.40
42015;2030220;A048584;PV21    ;2021JJ00;       .;       .;       .
42016;2030220;A048584;PV21    ;2022JJ00;    0.06;       .;    2.05
42017;2030220;A048584;PV21    ;2023JJ00;    0.05;    1.89;    2.21
42018;2030220;A048584;PV22    ;2018JJ00;    0.07;    2.37;    2.38
42019;2030220;A048584;PV22    ;2019JJ00;       .;       .;       .
42020;2030220;A048584;PV22    ;2020JJ00;       .;       .;       .
42021;2030220;A048584;PV22    ;2021JJ00;       .;       .;       .
42022;2030220;A048584;PV22    ;2022JJ00;       .;       .;       .
42023;2030220;A048584;PV22    ;2023JJ00;       .;       .;       .
42024;2030220;A048584;PV23    ;2018JJ00;    0.07;    2.31;    2.38
42025;2030220;A048584;PV23    ;2019JJ00;    0.06;    1.60;    1.82
42026;2030220;A048584;PV23    ;2020JJ00;    0.04;    1.05;    1.32
42027;2030220;A048584;PV23    ;2021JJ00;    0.05;    1.20;    1.56
42028;2030220;A048584;PV23    ;2022JJ00;    0.05;    1.63;    1.71
42029;2030220;A048584;PV23    ;2023JJ00;    0.05;    1.37;    1.54
42030;2030220;A048584;PV24    ;2018JJ00;    0.05;    1.59;    1.84
42031;2030220;A048584;PV24    ;2019JJ00;    0.07;    2.49;    2.62
42032;2030220;A048584;PV24    ;2020JJ00;       .;       .;       .
42033;2030220;A048584;PV24    ;2021JJ00;       .;       .;       .
42034;2030220;A048584;PV24    ;2022JJ00;    0.05;       .;       .
42035;2030220;A048584;PV24    ;2023JJ00;    0.04;    0.97;    1.14
42036;2030220;A048584;PV25    ;2018JJ00;    0.06;    2.16;    2.32
42037;2030220;A048584;PV25    ;2019JJ00;    0.05;    1.57;    1.90
42038;2030220;A048584;PV25    ;2020JJ00;    0.04;    1.54;    1.65
42039;2030220;A048584;PV25    ;2021JJ00;    0.04;    1.28;    1.45
42040;2030220;A048584;PV25    ;2022JJ00;    0.05;    1.66;    1.83
42041;2030220;A048584;PV25    ;2023JJ00;    0.06;    1.84;    2.10
42042;2030220;A048584;PV26    ;2018JJ00;    0.07;    2.45;    2.60
42043;2030220;A048584;PV26    ;2019JJ00;    0.06;    2.78;    2.82
42044;2030220;A048584;PV26    ;2020JJ00;    0.04;    1.28;    1.38
42045;2030220;A048584;PV26    ;2021JJ00;    0.04;    1.69;    1.79
42046;2030220;A048584;PV26    ;2022JJ00;    0.04;    1.40;    1.50
42047;2030220;A048584;PV26    ;2023JJ00;    0.05;    1.76;    1.92
42048;2030220;A048584;PV27    ;2018JJ00;    0.06;    2.51;    2.45
42049;2030220;A048584;PV27    ;2019JJ00;    0.04;    1.29;    1.58
42050;2030220;A048584;PV27    ;2020JJ00;    0.03;    1.18;    1.38
42051;2030220;A048584;PV27    ;2021JJ00;    0.04;    1.22;    1.42
42052;2030220;A048584;PV27    ;2022JJ00;    0.04;    1.27;    1.56
42053;2030220;A048584;PV27    ;2023JJ00;    0.04;    1.19;    1.47
42054;2030220;A048584;PV28    ;2018JJ00;    0.05;    2.06;    2.24
42055;2030220;A048584;PV28    ;2019JJ00;    0.05;    1.57;    1.91
42056;2030220;A048584;PV28    ;2020JJ00;    0.03;    0.94;    1.19
42057;2030220;A048584;PV28    ;2021JJ00;    0.04;    1.23;    1.42
42058;2030220;A048584;PV28    ;2022JJ00;    0.04;    1.33;    1.61
42059;2030220;A048584;PV28    ;2023JJ00;    0.05;    1.58;    1.81
42060;2030220;A048584;PV29    ;2018JJ00;       .;       .;       .
42061;2030220;A048584;PV29    ;2019JJ00;       .;       .;       .
42062;2030220;A048584;PV29    ;2020JJ00;       .;       .;       .
42063;2030220;A048584;PV29    ;2021JJ00;       .;       .;       .
42064;2030220;A048584;PV29    ;2022JJ00;       .;       .;       .
42065;2030220;A048584;PV29    ;2023JJ00;       .;       .;       .
42066;2030220;A048584;PV30    ;2018JJ00;    0.07;    2.14;    2.36
42067;2030220;A048584;PV30    ;2019JJ00;    0.06;    1.79;    1.94
42068;2030220;A048584;PV30    ;2020JJ00;    0.05;    1.22;    1.47
42069;2030220;A048584;PV30    ;2021JJ00;    0.05;    1.00;    1.31
42070;2030220;A048584;PV30    ;2022JJ00;    0.06;    1.43;    1.69
42071;2030220;A048584;PV30    ;2023JJ00;    0.07;    1.73;    2.02
42072;2030220;A048584;PV31    ;2018JJ00;    0.06;    1.75;    2.02
42073;2030220;A048584;PV31    ;2019JJ00;    0.05;    1.31;    1.34
42074;2030220;A048584;PV31    ;2020JJ00;    0.04;    0.67;    0.89
42075;2030220;A048584;PV31    ;2021JJ00;    0.05;    0.71;    1.06
42076;2030220;A048584;PV31    ;2022JJ00;    0.05;    1.12;    1.26
42077;2030220;A048584;PV31    ;2023JJ00;    0.06;    1.42;    1.62
42402;2030220;A018981;PV20    ;2018JJ00;       .;       .;       .
42403;2030220;A018981;PV20    ;2019JJ00;       .;       .;       .
42404;2030220;A018981;PV20    ;2020JJ00;       .;       .;       .
42405;2030220;A018981;PV20    ;2021JJ00;       .;       .;       .
42406;2030220;A018981;PV20    ;2022JJ00;       .;       .;       .
42407;2030220;A018981;PV20    ;2023JJ00;       .;       .;       .
42408;2030220;A018981;PV21    ;2018JJ00;       .;       .;       .
42409;2030220;A018981;PV21    ;2019JJ00;       .;       .;       .
42410;2030220;A018981;PV21    ;2020JJ00;       .;       .;       .
42411;2030220;A018981;PV21    ;2021JJ00;       .;       .;       .
42412;2030220;A018981;PV21    ;2022JJ00;       .;       .;       .
42413;2030220;A018981;PV21    ;2023JJ00;       .;       .;       .
42414;2030220;A018981;PV22    ;2018JJ00;       .;       .;       .
42415;2030220;A018981;PV22    ;2019JJ00;       .;       .;       .
42416;2030220;A018981;PV22    ;2020JJ00;       .;       .;       .
42417;2030220;A018981;PV22    ;2021JJ00;       .;       .;       .
42418;2030220;A018981;PV22    ;2022JJ00;       .;       .;       .
42419;2030220;A018981;PV22    ;2023JJ00;       .;       .;       .
42420;2030220;A018981;PV23    ;2018JJ00;       .;       .;       .
42421;2030220;A018981;PV23    ;2019JJ00;       .;       .;       .
42422;2030220;A018981;PV23    ;2020JJ00;       .;       .;       .
42423;2030220;A018981;PV23    ;2021JJ00;       .;       .;       .
42424;2030220;A018981;PV23    ;2022JJ00;       .;       .;       .
42425;2030220;A018981;PV23    ;2023JJ00;       .;       .;       .
42426;2030220;A018981;PV24    ;2018JJ00;       .;       .;       .
42427;2030220;A018981;PV24    ;2019JJ00;       .;       .;       .
42428;2030220;A018981;PV24    ;2020JJ00;       .;       .;       .
42429;2030220;A018981;PV24    ;2021JJ00;       .;       .;       .
42430;2030220;A018981;PV24    ;2022JJ00;       .;       .;       .
42431;2030220;A018981;PV24    ;2023JJ00;       .;       .;       .
42432;2030220;A018981;PV25    ;2018JJ00;       .;       .;       .
42433;2030220;A018981;PV25    ;2019JJ00;       .;       .;       .
42434;2030220;A018981;PV25    ;2020JJ00;       .;       .;       .
42435;2030220;A018981;PV25    ;2021JJ00;       .;       .;       .
42436;2030220;A018981;PV25    ;2022JJ00;       .;       .;       .
42437;2030220;A018981;PV25    ;2023JJ00;       .;       .;       .
42438;2030220;A018981;PV26    ;2018JJ00;    0.01;    0.79;    1.19
42439;2030220;A018981;PV26    ;2019JJ00;    0.02;    1.06;    1.45
42440;2030220;A018981;PV26    ;2020JJ00;    0.01;    0.60;    0.91
42441;2030220;A018981;PV26    ;2021JJ00;    0.01;    0.56;    0.82
42442;2030220;A018981;PV26    ;2022JJ00;    0.01;    0.71;    1.26
42443;2030220;A018981;PV26    ;2023JJ00;    0.02;    1.05;    1.70
42444;2030220;A018981;PV27    ;2018JJ00;    0.02;    0.86;    1.41
42445;2030220;A018981;PV27    ;2019JJ00;    0.02;    1.18;    1.73
42446;2030220;A018981;PV27    ;2020JJ00;       .;       .;       .
42447;2030220;A018981;PV27    ;2021JJ00;    0.01;    0.59;    0.88
42448;2030220;A018981;PV27    ;2022JJ00;    0.01;    0.64;    0.92
42449;2030220;A018981;PV27    ;2023JJ00;    0.01;    0.66;    0.97
42450;2030220;A018981;PV28    ;2018JJ00;    0.01;    0.56;    0.86
42451;2030220;A018981;PV28    ;2019JJ00;    0.01;    0.71;    1.01
42452;2030220;A018981;PV28    ;2020JJ00;    0.01;    0.32;    0.47
42453;2030220;A018981;PV28    ;2021JJ00;    0.01;    0.42;    0.62
42454;2030220;A018981;PV28    ;2022JJ00;    0.01;    0.51;    0.71
42455;2030220;A018981;PV28    ;2023JJ00;    0.01;    0.73;    1.01
42456;2030220;A018981;PV29    ;2018JJ00;       .;       .;       .
42457;2030220;A018981;PV29    ;2019JJ00;       .;       .;       .
42458;2030220;A018981;PV29    ;2020JJ00;       .;       .;       .
42459;2030220;A018981;PV29    ;2021JJ00;       .;       .;       .
42460;2030220;A018981;PV29    ;2022JJ00;       .;       .;       .
42461;2030220;A018981;PV29    ;2023JJ00;       .;       .;       .
42462;2030220;A018981;PV30    ;2018JJ00;    0.01;    0.63;    0.95
42463;2030220;A018981;PV30    ;2019JJ00;       .;       .;       .
42464;2030220;A018981;PV30    ;2020JJ00;       .;       .;       .
42465;2030220;A018981;PV30    ;2021JJ00;       .;       .;       .
42466;2030220;A018981;PV30    ;2022JJ00;       .;       .;       .
42467;2030220;A018981;PV30    ;2023JJ00;       .;       .;       .
42468;2030220;A018981;PV31    ;2018JJ00;       .;       .;       .
42469;2030220;A018981;PV31    ;2019JJ00;       .;       .;       .
42470;2030220;A018981;PV31    ;2020JJ00;       .;       .;       .
42471;2030220;A018981;PV31    ;2021JJ00;       .;       .;       .
42472;2030220;A018981;PV31    ;2022JJ00;       .;       .;       .
42473;2030220;A018981;PV31    ;2023JJ00;       .;       .;       .
42798;2030220;A018982;PV20    ;2018JJ00;       .;       .;       .
42799;2030220;A018982;PV20    ;2019JJ00;       .;       .;       .
42800;2030220;A018982;PV20    ;2020JJ00;       .;       .;       .
42801;2030220;A018982;PV20    ;2021JJ00;       .;       .;       .
42802;2030220;A018982;PV20    ;2022JJ00;       .;       .;       .
42803;2030220;A018982;PV20    ;2023JJ00;       .;       .;       .
42804;2030220;A018982;PV21    ;2018JJ00;       .;       .;       .
42805;2030220;A018982;PV21    ;2019JJ00;       .;       .;       .
42806;2030220;A018982;PV21    ;2020JJ00;       .;       .;       .
42807;2030220;A018982;PV21    ;2021JJ00;       .;       .;       .
42808;2030220;A018982;PV21    ;2022JJ00;       .;       .;       .
42809;2030220;A018982;PV21    ;2023JJ00;       .;       .;       .
42810;2030220;A018982;PV22    ;2018JJ00;       .;       .;       .
42811;2030220;A018982;PV22    ;2019JJ00;       .;       .;       .
42812;2030220;A018982;PV22    ;2020JJ00;       .;       .;       .
42813;2030220;A018982;PV22    ;2021JJ00;       .;       .;       .
42814;2030220;A018982;PV22    ;2022JJ00;       .;       .;       .
42815;2030220;A018982;PV22    ;2023JJ00;       .;       .;       .
42816;2030220;A018982;PV23    ;2018JJ00;       .;       .;       .
42817;2030220;A018982;PV23    ;2019JJ00;       .;       .;       .
42818;2030220;A018982;PV23    ;2020JJ00;       .;       .;       .
42819;2030220;A018982;PV23    ;2021JJ00;       .;       .;       .
42820;2030220;A018982;PV23    ;2022JJ00;       .;       .;       .
42821;2030220;A018982;PV23    ;2023JJ00;       .;       .;       .
42822;2030220;A018982;PV24    ;2018JJ00;       .;       .;       .
42823;2030220;A018982;PV24    ;2019JJ00;       .;       .;       .
42824;2030220;A018982;PV24    ;2020JJ00;       .;       .;       .
42825;2030220;A018982;PV24    ;2021JJ00;       .;       .;       .
42826;2030220;A018982;PV24    ;2022JJ00;       .;       .;       .
42827;2030220;A018982;PV24    ;2023JJ00;       .;       .;       .
42828;2030220;A018982;PV25    ;2018JJ00;       .;       .;       .
42829;2030220;A018982;PV25    ;2019JJ00;       .;       .;       .
42830;2030220;A018982;PV25    ;2020JJ00;       .;       .;       .
42831;2030220;A018982;PV25    ;2021JJ00;       .;       .;       .
42832;2030220;A018982;PV25    ;2022JJ00;       .;       .;       .
42833;2030220;A018982;PV25    ;2023JJ00;       .;       .;       .
42834;2030220;A018982;PV26    ;2018JJ00;       .;       .;       .
42835;2030220;A018982;PV26    ;2019JJ00;       .;       .;       .
42836;2030220;A018982;PV26    ;2020JJ00;       .;       .;       .
42837;2030220;A018982;PV26    ;2021JJ00;       .;       .;       .
42838;2030220;A018982;PV26    ;2022JJ00;       .;       .;       .
42839;2030220;A018982;PV26    ;2023JJ00;       .;       .;       .
42840;2030220;A018982;PV27    ;2018JJ00;    0.01;    0.15;    0.48
42841;2030220;A018982;PV27    ;2019JJ00;       .;       .;       .
42842;2030220;A018982;PV27    ;2020JJ00;       .;       .;       .
42843;2030220;A018982;PV27    ;2021JJ00;       .;       .;       .
42844;2030220;A018982;PV27    ;2022JJ00;    0.01;    0.12;    0.46
42845;2030220;A018982;PV27    ;2023JJ00;    0.01;    0.14;    0.44
42846;2030220;A018982;PV28    ;2018JJ00;    0.01;    0.14;    0.47
42847;2030220;A018982;PV28    ;2019JJ00;    0.01;    0.17;    0.44
42848;2030220;A018982;PV28    ;2020JJ00;    0.00;    0.07;    0.19
42849;2030220;A018982;PV28    ;2021JJ00;    0.01;    0.12;    0.33
42850;2030220;A018982;PV28    ;2022JJ00;    0.01;    0.13;    0.39
42851;2030220;A018982;PV28    ;2023JJ00;    0.01;    0.18;    0.65
42852;2030220;A018982;PV29    ;2018JJ00;       .;       .;       .
42853;2030220;A018982;PV29    ;2019JJ00;       .;       .;       .
42854;2030220;A018982;PV29    ;2020JJ00;       .;       .;       .
42855;2030220;A018982;PV29    ;2021JJ00;       .;       .;       .
42856;2030220;A018982;PV29    ;2022JJ00;       .;       .;       .
42857;2030220;A018982;PV29    ;2023JJ00;       .;       .;       .
42858;2030220;A018982;PV30    ;2018JJ00;       .;       .;       .
42859;2030220;A018982;PV30    ;2019JJ00;       .;       .;       .
42860;2030220;A018982;PV30    ;2020JJ00;       .;       .;       .
42861;2030220;A018982;PV30    ;2021JJ00;       .;       .;       .
42862;2030220;A018982;PV30    ;2022JJ00;       .;       .;       .
42863;2030220;A018982;PV30    ;2023JJ00;       .;       .;       .
42864;2030220;A018982;PV31    ;2018JJ00;       .;       .;       .
42865;2030220;A018982;PV31    ;2019JJ00;       .;       .;       .
42866;2030220;A018982;PV31    ;2020JJ00;       .;       .;       .
42867;2030220;A018982;PV31    ;2021JJ00;       .;       .;       .
42868;2030220;A018982;PV31    ;2022JJ00;       .;       .;       .
42869;2030220;A018982;PV31    ;2023JJ00;       .;       .;       .
43194;2030220;A018984;PV20    ;2018JJ00;    0.08;    0.25;    1.26
43195;2030220;A018984;PV20    ;2019JJ00;    0.06;    0.22;    1.06
43196;2030220;A018984;PV20    ;2020JJ00;    0.05;    0.21;       .
43197;2030220;A018984;PV20    ;2021JJ00;    0.06;    0.16;    0.79
43198;2030220;A018984;PV20    ;2022JJ00;    0.06;    0.20;    0.91
43199;2030220;A018984;PV20    ;2023JJ00;    0.08;    0.33;       .
43200;2030220;A018984;PV21    ;2018JJ00;    0.06;    0.19;    0.84
43201;2030220;A018984;PV21    ;2019JJ00;       .;       .;       .
43202;2030220;A018984;PV21    ;2020JJ00;    0.05;    0.14;       .
43203;2030220;A018984;PV21    ;2021JJ00;    0.05;    0.13;    0.66
43204;2030220;A018984;PV21    ;2022JJ00;    0.06;    0.24;    1.07
43205;2030220;A018984;PV21    ;2023JJ00;    0.05;    0.14;    0.71
43206;2030220;A018984;PV22    ;2018JJ00;    0.07;    0.28;    1.34
43207;2030220;A018984;PV22    ;2019JJ00;       .;       .;       .
43208;2030220;A018984;PV22    ;2020JJ00;       .;       .;       .
43209;2030220;A018984;PV22    ;2021JJ00;       .;       .;       .
43210;2030220;A018984;PV22    ;2022JJ00;       .;       .;       .
43211;2030220;A018984;PV22    ;2023JJ00;       .;       .;       .
43212;2030220;A018984;PV23    ;2018JJ00;    0.08;    0.26;    1.26
43213;2030220;A018984;PV23    ;2019JJ00;    0.08;    0.23;    1.14
43214;2030220;A018984;PV23    ;2020JJ00;    0.06;    0.18;       .
43215;2030220;A018984;PV23    ;2021JJ00;    0.08;    0.30;    1.46
43216;2030220;A018984;PV23    ;2022JJ00;    0.08;    0.27;    1.29
43217;2030220;A018984;PV23    ;2023JJ00;    0.08;    0.25;    1.18
43218;2030220;A018984;PV24    ;2018JJ00;       .;       .;       .
43219;2030220;A018984;PV24    ;2019JJ00;       .;       .;       .
43220;2030220;A018984;PV24    ;2020JJ00;       .;       .;       .
43221;2030220;A018984;PV24    ;2021JJ00;       .;       .;       .
43222;2030220;A018984;PV24    ;2022JJ00;    0.03;    0.10;       .
43223;2030220;A018984;PV24    ;2023JJ00;    0.04;       .;       .
43224;2030220;A018984;PV25    ;2018JJ00;    0.06;    0.21;    1.05
43225;2030220;A018984;PV25    ;2019JJ00;    0.06;    0.21;    1.05
43226;2030220;A018984;PV25    ;2020JJ00;    0.06;    0.20;    0.95
43227;2030220;A018984;PV25    ;2021JJ00;    0.07;    0.26;    1.32
43228;2030220;A018984;PV25    ;2022JJ00;    0.06;    0.25;    1.29
43229;2030220;A018984;PV25    ;2023JJ00;    0.06;    0.25;    1.14
43230;2030220;A018984;PV26    ;2018JJ00;    0.07;    0.28;    1.24
43231;2030220;A018984;PV26    ;2019JJ00;    0.06;    0.26;    1.26
43232;2030220;A018984;PV26    ;2020JJ00;    0.06;    0.24;    1.13
43233;2030220;A018984;PV26    ;2021JJ00;    0.06;    0.23;    1.01
43234;2030220;A018984;PV26    ;2022JJ00;    0.07;    0.28;    1.27
43235;2030220;A018984;PV26    ;2023JJ00;    0.07;    0.28;    1.20
