ID;TravelMotives;TravelModes;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3
23403;2030190;A018981;PV21    ;2021JJ00;       .;       .;       .
23404;2030190;A018981;PV21    ;2022JJ00;       .;       .;       .
23405;2030190;A018981;PV21    ;2023JJ00;       .;       .;       .
23406;2030190;A018981;PV22    ;2018JJ00;       .;       .;       .
23407;2030190;A018981;PV22    ;2019JJ00;       .;       .;       .
23408;2030190;A018981;PV22    ;2020JJ00;       .;       .;       .
23409;2030190;A018981;PV22    ;2021JJ00;       .;       .;       .
23410;2030190;A018981;PV22    ;2022JJ00;       .;       .;       .
23411;2030190;A018981;PV22    ;2023JJ00;       .;       .;       .
23412;2030190;A018981;PV23    ;2018JJ00;       .;       .;       .
23413;2030190;A018981;PV23    ;2019JJ00;       .;       .;       .
23414;2030190;A018981;PV23    ;2020JJ00;       .;       .;       .
23415;2030190;A018981;PV23    ;2021JJ00;       .;       .;       .
23416;2030190;A018981;PV23    ;2022JJ00;       .;       .;       .
23417;2030190;A018981;PV23    ;2023JJ00;       .;       .;       .
23418;2030190;A018981;PV24    ;2018JJ00;       .;       .;       .
23419;2030190;A018981;PV24    ;2019JJ00;       .;       .;       .
23420;2030190;A018981;PV24    ;2020JJ00;       .;       .;       .
23421;2030190;A018981;PV24    ;2021JJ00;       .;       .;       .
23422;2030190;A018981;PV24    ;2022JJ00;       .;       .;       .
23423;2030190;A018981;PV24    ;2023JJ00;       .;       .;       .
23424;2030190;A018981;PV25    ;2018JJ00;       .;       .;       .
23425;2030190;A018981;PV25    ;2019JJ00;       .;       .;       .
23426;2030190;A018981;PV25    ;2020JJ00;       .;       .;       .
23427;2030190;A018981;PV25    ;2021JJ00;       .;       .;       .
23428;2030190;A018981;PV25    ;2022JJ00;       .;       .;       .
23429;2030190;A018981;PV25    ;2023JJ00;       .;       .;       .
23430;2030190;A018981;PV26    ;2018JJ00;       .;       .;       .
23431;2030190;A018981;PV26    ;2019JJ00;       .;       .;       .
23432;2030190;A018981;PV26    ;2020JJ00;       .;       .;       .
23433;2030190;A018981;PV26    ;2021JJ00;       .;       .;       .
23434;2030190;A018981;PV26    ;2022JJ00;       .;       .;       .
23435;2030190;A018981;PV26    ;2023JJ00;       .;       .;       .
23436;2030190;A018981;PV27    ;2018JJ00;       .;       .;       .
23437;2030190;A018981;PV27    ;2019JJ00;       .;       .;       .
23438;2030190;A018981;PV27    ;2020JJ00;       .;       .;       .
23439;2030190;A018981;PV27    ;2021JJ00;       .;       .;       .
23440;2030190;A018981;PV27    ;2022JJ00;       .;       .;       .
23441;2030190;A018981;PV27    ;2023JJ00;       .;       .;       .
23442;2030190;A018981;PV28    ;2018JJ00;       .;       .;       .
23443;2030190;A018981;PV28    ;2019JJ00;       .;       .;       .
23444;2030190;A018981;PV28    ;2020JJ00;       .;       .;       .
23445;2030190;A018981;PV28    ;2021JJ00;       .;       .;       .
23446;2030190;A018981;PV28    ;2022JJ00;       .;       .;       .
23447;2030190;A018981;PV28    ;2023JJ00;       .;       .;       .
23448;2030190;A018981;PV29    ;2018JJ00;       .;       .;       .
23449;2030190;A018981;PV29    ;2019JJ00;       .;       .;       .
23450;2030190;A018981;PV29    ;2020JJ00;       .;       .;       .
23451;2030190;A018981;PV29    ;2021JJ00;       .;       .;       .
23452;2030190;A018981;PV29    ;2022JJ00;       .;       .;       .
23453;2030190;A018981;PV29    ;2023JJ00;       .;       .;       .
23454;2030190;A018981;PV30    ;2018JJ00;       .;       .;       .
23455;2030190;A018981;PV30    ;2019JJ00;       .;       .;       .
23456;2030190;A018981;PV30    ;2020JJ00;       .;       .;       .
23457;2030190;A018981;PV30    ;2021JJ00;       .;       .;       .
23458;2030190;A018981;PV30    ;2022JJ00;       .;       .;       .
23459;2030190;A018981;PV30    ;2023JJ00;       .;       .;       .
23460;2030190;A018981;PV31    ;2018JJ00;       .;       .;       .
23461;2030190;A018981;PV31    ;2019JJ00;       .;       .;       .
23462;2030190;A018981;PV31    ;2020JJ00;       .;       .;       .
23463;2030190;A018981;PV31    ;2021JJ00;       .;       .;       .
23464;2030190;A018981;PV31    ;2022JJ00;       .;       .;       .
23465;2030190;A018981;PV31    ;2023JJ00;       .;       .;       .
23790;2030190;A018982;PV20    ;2018JJ00;       .;       .;       .
23791;2030190;A018982;PV20    ;2019JJ00;       .;       .;       .
23792;2030190;A018982;PV20    ;2020JJ00;       .;       .;       .
23793;2030190;A018982;PV20    ;2021JJ00;       .;       .;       .
23794;2030190;A018982;PV20    ;2022JJ00;       .;       .;       .
23795;2030190;A018982;PV20    ;2023JJ00;       .;       .;       .
23796;2030190;A018982;PV21    ;2018JJ00;       .;       .;       .
23797;2030190;A018982;PV21    ;2019JJ00;       .;       .;       .
23798;2030190;A018982;PV21    ;2020JJ00;       .;       .;       .
23799;2030190;A018982;PV21    ;2021JJ00;       .;       .;       .
23800;2030190;A018982;PV21    ;2022JJ00;       .;       .;       .
23801;2030190;A018982;PV21    ;2023JJ00;       .;       .;       .
23802;2030190;A018982;PV22    ;2018JJ00;       .;       .;       .
23803;2030190;A018982;PV22    ;2019JJ00;       .;       .;       .
23804;2030190;A018982;PV22    ;2020JJ00;       .;       .;       .
23805;2030190;A018982;PV22    ;2021JJ00;       .;       .;       .
23806;2030190;A018982;PV22    ;2022JJ00;       .;       .;       .
23807;2030190;A018982;PV22    ;2023JJ00;       .;       .;       .
23808;2030190;A018982;PV23    ;2018JJ00;       .;       .;       .
23809;2030190;A018982;PV23    ;2019JJ00;       .;       .;       .
23810;2030190;A018982;PV23    ;2020JJ00;       .;       .;       .
23811;2030190;A018982;PV23    ;2021JJ00;       .;       .;       .
23812;2030190;A018982;PV23    ;2022JJ00;       .;       .;       .
23813;2030190;A018982;PV23    ;2023JJ00;       .;       .;       .
23814;2030190;A018982;PV24    ;2018JJ00;       .;       .;       .
23815;2030190;A018982;PV24    ;2019JJ00;       .;       .;       .
23816;2030190;A018982;PV24    ;2020JJ00;       .;       .;       .
23817;2030190;A018982;PV24    ;2021JJ00;       .;       .;       .
23818;2030190;A018982;PV24    ;2022JJ00;       .;       .;       .
23819;2030190;A018982;PV24    ;2023JJ00;       .;       .;       .
23820;2030190;A018982;PV25    ;2018JJ00;       .;       .;       .
23821;2030190;A018982;PV25    ;2019JJ00;       .;       .;       .
23822;2030190;A018982;PV25    ;2020JJ00;       .;       .;       .
23823;2030190;A018982;PV25    ;2021JJ00;       .;       .;       .
23824;2030190;A018982;PV25    ;2022JJ00;       .;       .;       .
23825;2030190;A018982;PV25    ;2023JJ00;       .;       .;       .
23826;2030190;A018982;PV26    ;2018JJ00;       .;       .;       .
23827;2030190;A018982;PV26    ;2019JJ00;       .;       .;       .
23828;2030190;A018982;PV26    ;2020JJ00;       .;       .;       .
23829;2030190;A018982;PV26    ;2021JJ00;       .;       .;       .
23830;2030190;A018982;PV26    ;2022JJ00;       .;       .;       .
23831;2030190;A018982;PV26    ;2023JJ00;       .;       .;       .
23832;2030190;A018982;PV27    ;2018JJ00;       .;       .;       .
23833;2030190;A018982;PV27    ;2019JJ00;       .;       .;       .
23834;2030190;A018982;PV27    ;2020JJ00;       .;       .;       .
23835;2030190;A018982;PV27    ;2021JJ00;       .;       .;       .
23836;2030190;A018982;PV27    ;2022JJ00;       .;       .;       .
23837;2030190;A018982;PV27    ;2023JJ00;       .;       .;       .
23838;2030190;A018982;PV28    ;2018JJ00;       .;       .;       .
23839;2030190;A018982;PV28    ;2019JJ00;    0.01;    0.05;    0.21
23840;2030190;A018982;PV28    ;2020JJ00;       .;       .;       .
23841;2030190;A018982;PV28    ;2021JJ00;       .;       .;       .
23842;2030190;A018982;PV28    ;2022JJ00;    0.01;    0.04;    0.22
23843;2030190;A018982;PV28    ;2023JJ00;    0.01;    0.04;    0.19
23844;2030190;A018982;PV29    ;2018JJ00;       .;       .;       .
23845;2030190;A018982;PV29    ;2019JJ00;       .;       .;       .
23846;2030190;A018982;PV29    ;2020JJ00;       .;       .;       .
23847;2030190;A018982;PV29    ;2021JJ00;       .;       .;       .
23848;2030190;A018982;PV29    ;2022JJ00;       .;       .;       .
23849;2030190;A018982;PV29    ;2023JJ00;       .;       .;       .
23850;2030190;A018982;PV30    ;2018JJ00;       .;       .;       .
23851;2030190;A018982;PV30    ;2019JJ00;       .;       .;       .
23852;2030190;A018982;PV30    ;2020JJ00;       .;       .;       .
23853;2030190;A018982;PV30    ;2021JJ00;       .;       .;       .
23854;2030190;A018982;PV30    ;2022JJ00;       .;       .;       .
23855;2030190;A018982;PV30    ;2023JJ00;       .;       .;       .
23856;2030190;A018982;PV31    ;2018JJ00;       .;       .;       .
23857;2030190;A018982;PV31    ;2019JJ00;       .;       .;       .
23858;2030190;A018982;PV31    ;2020JJ00;       .;       .;       .
23859;2030190;A018982;PV31    ;2021JJ00;       .;       .;       .
23860;2030190;A018982;PV31    ;2022JJ00;       .;       .;       .
23861;2030190;A018982;PV31    ;2023JJ00;       .;       .;       .
24186;2030190;A018984;PV20    ;2018JJ00;       .;       .;       .
24187;2030190;A018984;PV20    ;2019JJ00;       .;       .;       .
24188;2030190;A018984;PV20    ;2020JJ00;       .;       .;       .
24189;2030190;A018984;PV20    ;2021JJ00;       .;       .;       .
24190;2030190;A018984;PV20    ;2022JJ00;       .;       .;       .
24191;2030190;A018984;PV20    ;2023JJ00;       .;       .;       .
24192;2030190;A018984;PV21    ;2018JJ00;       .;       .;       .
24193;2030190;A018984;PV21    ;2019JJ00;       .;       .;       .
24194;2030190;A018984;PV21    ;2020JJ00;       .;       .;       .
24195;2030190;A018984;PV21    ;2021JJ00;       .;       .;       .
24196;2030190;A018984;PV21    ;2022JJ00;       .;       .;       .
24197;2030190;A018984;PV21    ;2023JJ00;       .;       .;       .
24198;2030190;A018984;PV22    ;2018JJ00;       .;       .;       .
24199;2030190;A018984;PV22    ;2019JJ00;       .;       .;       .
24200;2030190;A018984;PV22    ;2020JJ00;       .;       .;       .
24201;2030190;A018984;PV22    ;2021JJ00;       .;       .;       .
24202;2030190;A018984;PV22    ;2022JJ00;       .;       .;       .
24203;2030190;A018984;PV22    ;2023JJ00;       .;       .;       .
24204;2030190;A018984;PV23    ;2018JJ00;    0.02;    0.05;    0.28
24205;2030190;A018984;PV23    ;2019JJ00;       .;       .;       .
24206;2030190;A018984;PV23    ;2020JJ00;       .;       .;       .
24207;2030190;A018984;PV23    ;2021JJ00;       .;       .;       .
24208;2030190;A018984;PV23    ;2022JJ00;    0.03;    0.07;    0.39
24209;2030190;A018984;PV23    ;2023JJ00;    0.03;    0.08;    0.39
24210;2030190;A018984;PV24    ;2018JJ00;       .;       .;       .
24211;2030190;A018984;PV24    ;2019JJ00;       .;       .;       .
24212;2030190;A018984;PV24    ;2020JJ00;       .;       .;       .
24213;2030190;A018984;PV24    ;2021JJ00;       .;       .;       .
24214;2030190;A018984;PV24    ;2022JJ00;       .;       .;       .
24215;2030190;A018984;PV24    ;2023JJ00;       .;       .;       .
24216;2030190;A018984;PV25    ;2018JJ00;    0.02;    0.05;    0.30
24217;2030190;A018984;PV25    ;2019JJ00;    0.02;    0.08;    0.40
24218;2030190;A018984;PV25    ;2020JJ00;    0.02;    0.06;    0.29
24219;2030190;A018984;PV25    ;2021JJ00;    0.02;    0.07;    0.31
24220;2030190;A018984;PV25    ;2022JJ00;    0.03;    0.09;    0.45
24221;2030190;A018984;PV25    ;2023JJ00;    0.03;    0.08;    0.42
24222;2030190;A018984;PV26    ;2018JJ00;    0.03;    0.08;    0.42
24223;2030190;A018984;PV26    ;2019JJ00;    0.03;    0.07;    0.40
24224;2030190;A018984;PV26    ;2020JJ00;    0.02;    0.05;    0.27
24225;2030190;A018984;PV26    ;2021JJ00;    0.03;    0.09;    0.45
24226;2030190;A018984;PV26    ;2022JJ00;    0.04;    0.11;    0.53
24227;2030190;A018984;PV26    ;2023JJ00;    0.03;    0.08;    0.44
24228;2030190;A018984;PV27    ;2018JJ00;    0.03;    0.07;    0.39
24229;2030190;A018984;PV27    ;2019JJ00;    0.02;    0.06;    0.35
24230;2030190;A018984;PV27    ;2020JJ00;    0.02;    0.06;    0.32
24231;2030190;A018984;PV27    ;2021JJ00;    0.03;    0.07;    0.36
24232;2030190;A018984;PV27    ;2022JJ00;    0.02;    0.07;    0.38
24233;2030190;A018984;PV27    ;2023JJ00;    0.03;    0.09;    0.50
24234;2030190;A018984;PV28    ;2018JJ00;    0.02;    0.06;    0.34
24235;2030190;A018984;PV28    ;2019JJ00;    0.02;    0.06;    0.33
24236;2030190;A018984;PV28    ;2020JJ00;    0.02;    0.05;    0.25
24237;2030190;A018984;PV28    ;2021JJ00;    0.02;    0.07;    0.36
24238;2030190;A018984;PV28    ;2022JJ00;    0.02;    0.06;    0.29
24239;2030190;A018984;PV28    ;2023JJ00;    0.02;    0.05;    0.30
24240;2030190;A018984;PV29    ;2018JJ00;       .;       .;       .
24241;2030190;A018984;PV29    ;2019JJ00;       .;       .;       .
24242;2030190;A018984;PV29    ;2020JJ00;       .;       .;       .
24243;2030190;A018984;PV29    ;2021JJ00;       .;       .;       .
24244;2030190;A018984;PV29    ;2022JJ00;       .;       .;       .
24245;2030190;A018984;PV29    ;2023JJ00;       .;       .;       .
24246;2030190;A018984;PV30    ;2018JJ00;    0.02;    0.06;    0.31
24247;2030190;A018984;PV30    ;2019JJ00;    0.02;    0.06;    0.33
24248;2030190;A018984;PV30    ;2020JJ00;    0.02;    0.04;    0.20
24249;2030190;A018984;PV30    ;2021JJ00;    0.02;    0.06;    0.32
24250;2030190;A018984;PV30    ;2022JJ00;    0.02;    0.06;    0.31
24251;2030190;A018984;PV30    ;2023JJ00;    0.02;    0.05;    0.26
24252;2030190;A018984;PV31    ;2018JJ00;       .;       .;       .
24253;2030190;A018984;PV31    ;2019JJ00;       .;       .;       .
24254;2030190;A018984;PV31    ;2020JJ00;       .;       .;       .
24255;2030190;A018984;PV31    ;2021JJ00;       .;       .;       .
24256;2030190;A018984;PV31    ;2022JJ00;       .;       .;       .
24257;2030190;A018984;PV31    ;2023JJ00;       .;       .;       .
24582;2030190;A018985;PV20    ;2018JJ00;       .;       .;       .
24583;2030190;A018985;PV20    ;2019JJ00;       .;       .;       .
24584;2030190;A018985;PV20    ;2020JJ00;       .;       .;       .
24585;2030190;A018985;PV20    ;2021JJ00;       .;       .;       .
24586;2030190;A018985;PV20    ;2022JJ00;       .;       .;       .
24587;2030190;A018985;PV20    ;2023JJ00;       .;       .;       .
24588;2030190;A018985;PV21    ;2018JJ00;       .;       .;       .
24589;2030190;A018985;PV21    ;2019JJ00;       .;       .;       .
24590;2030190;A018985;PV21    ;2020JJ00;       .;       .;       .
24591;2030190;A018985;PV21    ;2021JJ00;       .;       .;       .
24592;2030190;A018985;PV21    ;2022JJ00;       .;       .;       .
24593;2030190;A018985;PV21    ;2023JJ00;       .;       .;       .
24594;2030190;A018985;PV22    ;2018JJ00;       .;       .;       .
24595;2030190;A018985;PV22    ;2019JJ00;       .;       .;       .
24596;2030190;A018985;PV22    ;2020JJ00;       .;       .;       .
24597;2030190;A018985;PV22    ;2021JJ00;       .;       .;       .
24598;2030190;A018985;PV22    ;2022JJ00;       .;       .;       .
24599;2030190;A018985;PV22    ;2023JJ00;       .;       .;       .
24600;2030190;A018985;PV23    ;2018JJ00;       .;       .;       .
24601;2030190;A018985;PV23    ;2019JJ00;       .;       .;       .
24602;2030190;A018985;PV23    ;2020JJ00;       .;       .;       .
24603;2030190;A018985;PV23    ;2021JJ00;       .;       .;       .
24604;2030190;A018985;PV23    ;2022JJ00;       .;       .;       .
24605;2030190;A018985;PV23    ;2023JJ00;       .;       .;       .
24606;2030190;A018985;PV24    ;2018JJ00;       .;       .;       .
24607;2030190;A018985;PV24    ;2019JJ00;       .;       .;       .
24608;2030190;A018985;PV24    ;2020JJ00;       .;       .;       .
24609;2030190;A018985;PV24    ;2021JJ00;       .;       .;       .
24610;2030190;A018985;PV24    ;2022JJ00;       .;       .;       .
24611;2030190;A018985;PV24    ;2023JJ00;       .;       .;       .
24612;2030190;A018985;PV25    ;2018JJ00;       .;       .;       .
24613;2030190;A018985;PV25    ;2019JJ00;       .;       .;       .
24614;2030190;A018985;PV25    ;2020JJ00;       .;       .;       .
24615;2030190;A018985;PV25    ;2021JJ00;       .;       .;       .
24616;2030190;A018985;PV25    ;2022JJ00;       .;       .;       .
24617;2030190;A018985;PV25    ;2023JJ00;       .;       .;       .
24618;2030190;A018985;PV26    ;2018JJ00;       .;       .;       .
24619;2030190;A018985;PV26    ;2019JJ00;       .;       .;       .
24620;2030190;A018985;PV26    ;2020JJ00;    0.01;    0.01;    0.14
24621;2030190;A018985;PV26    ;2021JJ00;    0.01;    0.01;    0.14
24622;2030190;A018985;PV26    ;2022JJ00;    0.02;    0.01;    0.17
24623;2030190;A018985;PV26    ;2023JJ00;    0.01;    0.01;    0.16
24624;2030190;A018985;PV27    ;2018JJ00;    0.01;    0.02;       .
24625;2030190;A018985;PV27    ;2019JJ00;       .;       .;       .
24626;2030190;A018985;PV27    ;2020JJ00;    0.01;    0.01;    0.13
24627;2030190;A018985;PV27    ;2021JJ00;    0.02;    0.02;    0.21
24628;2030190;A018985;PV27    ;2022JJ00;    0.01;    0.01;    0.15
24629;2030190;A018985;PV27    ;2023JJ00;    0.01;    0.02;    0.17
24630;2030190;A018985;PV28    ;2018JJ00;    0.01;    0.02;    0.14
24631;2030190;A018985;PV28    ;2019JJ00;    0.01;    0.02;    0.16
24632;2030190;A018985;PV28    ;2020JJ00;    0.01;    0.01;    0.15
24633;2030190;A018985;PV28    ;2021JJ00;    0.01;    0.02;    0.17
